Title,Username,Views,Duration,Vid_ID
Rowan Atkinson Live - Award Ceremony Bad Loser,Rowan Atkinson Live,1591761,3:58,watch?v=mq78D-3HwEM
*TRY NOT TO LAUGH* Funny Vines Fails Compilation 2017 Part 8 | by Life Awesome,Life Awesome,1172888,10:09,watch?v=tnBRIaK21Yc
BatDad NEW Vines 2015 - Vine compilation - Best Viners,Best Viners,21462790,34:45,watch?v=mVxLv4-om6Y
Monty Python&#39;s best sketch ever,queezycds,10340459,4:58,watch?v=T70-HTlKRXo
JIM CARREY IMPRESSIONS,stewiegaga,19399035,4:09,watch?v=V51KvcaA5c0
Try Not To Laugh Watching America&#39;s Funniest Home Videos - Vine Age✔,Vine Age,28671408,12:45,watch?v=lGP1YFE5s4M&quot;NFL 2017&quot; — A Bad Lip Reading of the NFL,Bad Lip Reading,2684728,5:58,watch?v=1w8n0L3uUCE
Jon Stewart Reads Trump&#39;s Next Batch Of Executive Orders,The Late Show with Stephen Colbert,3805535,9:57,watch?v=i-4r9XE5EM0
FULL: President Trump Black History Month Meeting,YouHotNews,296434,12:31,watch?v=NLFe-cDxGxY
Mad Lib Theater with Dakota Johnson (Fifty Shades Darker Edition),The Tonight Show Starring Jimmy Fallon,1357897,7:02,watch?v=XHce62IrMOQ
How Doctor Strange Should Have Ended,How It Should Have Ended,2339371,5:11,watch?v=9e5epVDd9h0
Why Earth Is A Prison and How To Escape It,Kurzgesagt – In a Nutshell,1348151,6:57,watch?v=RVMZxH1TIIQ
How should the media cover a White House that isn&#39;t afraid to lie?,Vox,334183,5:21,watch?v=Hlk3TBJdWwE
President Trump&#39;s Muslim-Targeted Travel Ban: The Daily Show,The Daily Show with Trevor Noah,1913706,9:34,watch?v=IxhGjDyBT30
First time hearing &quot;I Don&#39;t Wanna Live Forever (Fifty Shades Darker)&quot; on the radio,Taylor Swift,581710,0:49,watch?v=fJBFvNiJ4Kw
Competition,Domics,1489962,6:33,watch?v=IERP6-NmKJE
Beauty and the Beast – US Official Final Trailer,Disney Movie Trailers,7369228,2:32,watch?v=e3Nl_TCQXuw
President Donald Trump: I don&#39;t watch CNN. I don&#39;t like watching fake news.,ABC15 Arizona,130462,0:48,watch?v=5O6grihznvg
A Lot of Questions: Melania Trump&#39;s Vanity Fair Cover,Late Night with Seth Meyers,627962,2:09,watch?v=MrAwFXbo5pA
Ariana Grande - Everyday (Lyric Video) ft. Future,ArianaGrandeVevo,4082918,3:15,watch?v=LELFIuhSPCI
National Signing Day: Jim McElwain Press Conference 2-1-17,Florida Gators,18729,33:45,watch?v=UOpvo3o-XwY
UN SG: US Travel Ban Violates &#39;Basic Principles&#39;,Associated Press,47994,1:32,watch?v=2iWxU9BHdjw
&#39;We Are Muslims Not Terrorists&#39;: Syrian Family Stranded in Jordan After Trump Order,ABC News,686880,2:22,watch?v=7LZVW9qssus
Paul Ryan Defends President Trump’s Travel Ban Notes ‘Confusing’ Rollout | NBC News,NBC News,721100,1:04,watch?v=t6kQEsVsp3A
Massachusetts AG announces legal challenge to immigration order,WCVB Channel 5 Boston,371093,1:25,watch?v=sA9DZ5-gF1c
Lawyers Volunteer at Airports After Travel Ban | The New York Times,The New York Times,297510,2:32,watch?v=hEWrvmdOJDQ
Donald Trump&#39;s travel ban explained - in 90 seconds,The Telegraph,2991784,1:34,watch?v=A2v0NrWr_DE
John Kelly Speaks On Immigration Ban | TIME,TIME,107678,0:58,watch?v=TNRv-UsbXvE
Theresa May confirms Trump state visit despite travel ban protests,euronews (in English),182472,1:19,watch?v=_nPEvcs_T9U
President Trump fires acting Attorney General Sally Yates after defying executive order,CBS News,884362,2:44,watch?v=Ljaf-nONJc8
Acting attorney general tells DOJ not to defend Pres. Trump&#39;s travel ban,CBS News,984273,2:19,watch?v=VbqQ5eL0sC8
White House To US Diplomats Against Travel Ban: &#39;Get With The Program Or Go&#39; | NBC News,NBC News,580854,2:05,watch?v=SB35ikvGNgM
Watch one woman&#39;s story of trying to reenter the U.S. after ban,PBS NewsHour,381379,2:45,watch?v=kvUx6YlgoRg
Protest of Trump&#39;s immigration ban nabs SAG Awards spotlight,Associated Press,237989,2:01,watch?v=a7ThcdHZbzU
Reince Priebus: Immigration Ban Could Include More Countries (Full) | Meet The Press | NBC News,NBC News,521265,13:00,watch?v=h4Fqas7d5MI
Trump signs order to halt immigrations from some Muslim countries,CBS This Morning,180461,3:49,watch?v=W25bK-iOnAc
*IF YOU LAUGH YOU LOSE* Funny Kids Fails Vines Compilation 2017 Part 2 | by Life Awesome,Life Awesome,1213363,10:15,watch?v=jrnQjUiahJc
I Bet You Cant Stop Laughing | New Funny Pranks Videos Vines,BoyFunnyGuys,3716080,8:41,watch?v=tb4Fb3regjQ
Funny Animals Vines  Vine compilation November 2016,Vines Video,5041974,26:03,watch?v=OFUjJvj4INw
New Zach King Magic Vines 2016 | Best Zach King Magic Tricks Ever,Dream Vine,5790756,30:42,watch?v=urcgzsOIOB0
New Zach King Magic Vines 2016 | Best Zach King Magic Tricks Ever,World Wide Vines,6809590,41:07,watch?v=A_JzSFgfUZU
*Try Not To Laugh Challenge* Funny Kids Vines Compilation 2016 | Funniest Kids Videos,All Of Vines,73020684,17:16,watch?v=RNXb6BvRyvg
Try Not To Laugh Challenge - Funny Cat &amp; Dog Vines compilation 2017,CooL Vines,1901515,10:54,watch?v=QFH747sK200
Try Not To Laugh Of January 2017 (Dank Memes Edition) Part 8,Funny Vine Videos | FVV,549765,10:57,watch?v=hctXtxbLZic
TRY NOT TO LAUGH OR GRIN CHALLENGE (Impossible): Vine &amp; Instagram Edition Part 6 | BEST VINES,BEST VINES,9076655,15:41,watch?v=gmjdVFruGlg
Best Viners Compilation of January 2017 Part 1 | Funniest Videos of January 2017 (w/ Titles),Vine Daily,1143498,29:35,watch?v=zAX-FjrOEzI
Ultimate Cole LaBrant Vine Compilation (w/Titles) Funny Cole LaBrant Vines of 2016 - Co Viners,Co Viners,7006133,31:19,watch?v=NExQ5JU-c9g
BatDad NEW Vines 2015 - Vine compilation - Best Viners,Best Viners,19859017,34:45,watch?v=mVxLv4-om6Y
Try Not to Laugh or Grin While Watching This Compilation Vine / December 2016 Pt.2- Vine Age✔,Vine Age,1884610,16:42,watch?v=oOuaGz15MX8
New Zach King Magic Vines Compilation 2016 With Titles,Dream Vine,47195734,14:57,watch?v=P_-xNFPo_5E
King Bach Vines Vs Thomas Sanders Vines (W/Titles) Best Vine Compilation 2017,Co Vines,1161767,21:39,watch?v=B0DotYRAUoA
Trump Unveils Huge Wheel of Decisions,The Tonight Show Starring Jimmy Fallon,1976862,3:52,watch?v=yhvs69QUZZ0
How Does Silicone React In A Vacuum Chamber,Grant Thompson - &quot;The King of Random&quot;,4727415,6:32,watch?v=gvqgdN2YLbk
First time hearing &quot;I Don&#39;t Wanna Live Forever (Fifty Shades Darker)&quot; on the radio,Taylor Swift,581710,0:49,watch?v=fJBFvNiJ4Kw
Competition,Domics,1489962,6:33,watch?v=IERP6-NmKJE
Star Trek: Discovery In Production,Star Trek,214782,1:01,watch?v=j9QHrNdgX4U
James Corden&#39;s Post-Ban Trip Through LAX,The Late Late Show with James Corden,3203290,1:20,watch?v=gkDttnoh9Is
IVY PARK SS17 _ BEYONCE CAMPAIGN VIDEO,WeAreIvyPark,188195,1:01,watch?v=C5HJHC2iMUc
Budweiser 2017 Super Bowl Commercial | “Born The Hard Way”,budweiser,6164754,1:01,watch?v=HtBZvl7dIu4
Stranger Things Cast: Acceptance Speech | 23rd Annual SAG Awards | TNT,TNT,1463553,2:18,watch?v=c996ra7Wqn0
Marshawn Lynch and Skittles go to Houston Scotland,SKITTLESbrand,664553,2:59,watch?v=NIjQuxaK4Mw
Sneaker Shopping with Migos | Complex,Complex,1366107,9:12,watch?v=ptjcWFy8Bog
Donald Trump Defends Ban Amidst Protests | The View,The View,147205,5:27,watch?v=2CNy5bSbVJM
Arnold Schwarzenegger Weighs In on President Trump&#39;s Immigration Ban: &#39;It’s Crazy&#39;,extratv,428075,4:54,watch?v=wMM-2P_r3Uc
Actor Kal Penn Raises More Than $500000 For Refugees After Receiving Hateful Tweet | MSNBC,MSNBC,260122,4:21,watch?v=wCf5OA81Jzs
The meaning of HE WILL NOT DIVIDE US - A look at the &quot;art&quot; and memes of Shia LaBeouf,Behind The Meme,352755,6:23,watch?v=0koSJWN_uJg
Greatest Trick Plays in Football History,Jaydon,9780447,13:39,watch?v=Fj8G9dGuNkU
Greatest NFL Ejections,baseball maniac,852370,11:33,watch?v=fFyR24t4JtA
Top 10 hardest football knockout hits,TheLookin4now,1999467,16:09,watch?v=oavayHUI68g
Top 20 Unexpected Goals In Football,Dan1s,11135630,5:50,watch?v=Q1rhoq77dcY
Worst Plays of the 2016 Season | NFL Highlights,NFL,1280000,17:51,watch?v=O4GH2czFGvw
Longest Passes in Football History (NFL),Highlight Warehouse,1850911,10:06,watch?v=QEor9ZNiQXI
Top 10 Smart Penalty Goals In Football,Fazeli,33045330,3:49,watch?v=WxcuEVaaOWs
The Greatest Runs in NFL History,BeastModeHighlights,1250836,10:38,watch?v=B3sCpwKFEQw
Biggest Football Hits Ever,The Highlight Factory,22639081,4:14,watch?v=v-1MQ0Cnbhs
Top 10 Emotional Moments of the 2016 Season | NFL Highlights,NFL,660044,6:31,watch?v=Gp_nWOxthOc
8 Year Old American Football Phenom Jaylen Huff | Muscle Madness,Muscle Madness,1651433,8:17,watch?v=EJKvtGA8k5Y
Seattle Mist VS Temptations LFL League,SYCOSPORTS,2218149,1:17:12,watch?v=73wG8bQTjZI
AFC vs. NFC | 2017 NFL Pro Bowl Game Highlights,NFL,2073201,9:50,watch?v=HDNQR_1-Isg
Best Hands: Pro Bowl Skills Showdown | NFL,NFL,1760810,10:30,watch?v=Zajn9DzVh8k
Power Relay Race: Pro Bowl Skills Showdown | NFL,NFL,1676448,6:55,watch?v=PaVFa5DWIVU
How Much Damage Could The President Do In One Week?,The Late Show with Stephen Colbert,3376288,10:50,watch?v=JuSDet45aKI
President Trump&#39;s Muslim-Targeted Travel Ban: The Daily Show,The Daily Show with Trevor Noah,1913706,9:34,watch?v=IxhGjDyBT30
A Lot of Questions: Melania Trump&#39;s Vanity Fair Cover,Late Night with Seth Meyers,627962,2:09,watch?v=MrAwFXbo5pA
Drew Barrymore Attempts to Break Guinness World Records,The Tonight Show Starring Jimmy Fallon,1410175,4:28,watch?v=Aob8jbDWoDI
Mike Myers and Jimmy Have a Dice Dance-Off,The Tonight Show Starring Jimmy Fallon,1991585,5:57,watch?v=NSHg75yE2tM
Timothy Olyphant Smoked Willie Nelson’s Weed  - CONAN on TBS,Team Coco,91197,4:22,watch?v=a22_kKAiF-0
James Corden&#39;s Post-Ban Trip Through LAX,The Late Late Show with James Corden,3203290,1:20,watch?v=gkDttnoh9Is
The Daily Show - Welcome to President Trump&#39;s Reality,The Daily Show with Trevor Noah,4101458,8:21,watch?v=x2YLS80Nmls
David Tennant Assures Us That Everything Will Be Alright - The Last Leg,The Last Leg,496635,1:10,watch?v=2uQFfpe6C18
Trump Is STILL Calling Obama  - CONAN on TBS,Team Coco,1289044,2:09,watch?v=osWS7q4TLMI
Jason Momoa Throws Axes with Jimmy Kimmel &amp; Guillermo,Jimmy Kimmel Live,1634796,3:34,watch?v=AOew1oX8aTs
What the Actual Fact? - The Trump Administration&#39;s &quot;Alternative Facts&quot;: The Daily Show,The Daily Show with Trevor Noah,2601978,6:31,watch?v=o_zZY7lgfzo
Don&#39;t Call Matthew McConaughey &#39;Matt&#39;,Jimmy Kimmel Live,598512,1:20,watch?v=UliCFpBZdjU
Triumph Attends Trump’s Inauguration  - CONAN on TBS,Team Coco,2240908,7:31,watch?v=OM7B56xok9M
Trump &quot;Alternative Facts&quot; and the Women&#39;s March: A Closer Look,Late Night with Seth Meyers,3490339,10:26,watch?v=lg9Tu79F4qE
Puppy Talks to His Toy,KyleJasonLowell,578014,1:01,watch?v=ghrGO6vT7gk
DIY Taco Cake Corinne VS Cooking,ThreadBanger,1138956,10:04,watch?v=A3saF_IiMiY
Vladimir Putin Cold Open - SNL,Saturday Night Live,4692728,4:06,watch?v=LNK430YOiT4
Aziz Ansari Stand-Up Monologue - SNL,Saturday Night Live,3459436,9:04,watch?v=Whde50AacZs
Reacting To My Old Tumblr Blog,ConnorFranta,333664,8:04,watch?v=6EJZM4LYbHU
Toasted Walnut Potato Salad - You Suck at Cooking (episode 56),You Suck At Cooking,481898,3:48,watch?v=tr6TZxOmNH0
SNL Host Kristen Stewart Wrote a Song for Beck Bennett,Saturday Night Live,118639,0:44,watch?v=0xDzwSYj3LQ
Marshawn Lynch and Skittles go to Houston Scotland,SKITTLESbrand,664553,2:59,watch?v=NIjQuxaK4Mw
Winona Ryder&#39;s Facial Expressions Steal Spotlight During Stranger Things 2017 SAG Awards Speech,Clevver News,182354,2:33,watch?v=kKR91bun-n0
Everything Wrong With The Secret Life of Pets,CinemaSins,3089891,16:58,watch?v=_Cts-mlFRTo
BEST LIE EVER | Rudy Mancuso,Rudy Mancuso,1286639,2:23,watch?v=YYHEdrGv2Wk
Speed Listening Challenge,Good Mythical Morning,1118843,14:25,watch?v=hsoZlRNq0-A
(REAL)ATIONSHIPS PART 3: CUTE COUPLE PARODY ft. David Dobrik,Liza Koshy,4366974,5:13,watch?v=hR7sWbplXHU
The Netherlands welcomes Trump in his own words,vpro zondag met lubach,16598626,4:05,watch?v=ELD2AwFN9Nc
&quot;INAUGURATION DAY&quot; — A Bad Lip Reading of Donald Trump&#39;s Inauguration,Bad Lip Reading,27971889,4:27,watch?v=gneBUA39mnI
15 year old thinks shes playing GTA 5 (YOU WONT BELIEVE WHAT HAPPENS),LispyJimmy,9169699,10:08,watch?v=QfY8tiOCwkU
Savage moments on cops,kingramy cayo,7556891,14:59,watch?v=wk4dlJTVjpQ
Oil change scams: Hidden camera investigation on what really happens to your car (CBC Marketplace),CBC News,10062271,21:09,watch?v=-avpx8UTakI
FIX CRACKING LEATHER - LEATHER REPAIR VIDEO *****,LeatherTouchupDye .com,3443709,20:23,watch?v=Doa0gzfpQCw
Range Rover on Hell&#39;s Revenge - Moab Offroad GoPro,kunzmj,18700064,11:01,watch?v=oUGOgF4UgsY
Our Camera Guy Gets A Date With Lana Del Rey? TOP 10 Awkward Encounters | TMZ,TMZ,2220923,5:28,watch?v=CdcnJtCW6ng
The Future Tire by Goodyear - It&#39;s a Sphere!,YOUCAR,3344038,4:17,watch?v=RHpxuwcNJfo
Here&#39;s Why The Mercedes G63 AMG Is Worth $154000,Vehicle Virgins,1651280,7:37,watch?v=nb_vkIlQfV8
Buying a Used Cop Car!,Big Truck Big RV,1158695,9:05,watch?v=JSc5e--9WrY
Why is the LS so GOOD?? - /ENGINEERED,/DRIVE,2697355,19:01,watch?v=VsmbbuSq9m0
Does Seafoam Actually Work? (with Proof),ChrisFix,3456159,8:41,watch?v=WdT4DPFXIkM
Philippines Tire Repair,Peter White,4572787,5:23,watch?v=FeBOfD7R2G8
Does Seafoam Actually Work in a Car? (with Proof),ChrisFix,5679193,9:03,watch?v=u6UeJXkzDW8
Angry Man Stuck in Snow,poet145,4111298,7:30,watch?v=CuTXUcoGdhw
HOW IT WORKS: Car Transmission (720p HD),DOCUMENTARY TUBE,3039662,10:20,watch?v=RQWejyx0gi8
&quot;NFL 2017&quot; — A Bad Lip Reading of the NFL,Bad Lip Reading,2684728,5:58,watch?v=1w8n0L3uUCE
Jon Stewart Reads Trump&#39;s Next Batch Of Executive Orders,The Late Show with Stephen Colbert,3805535,9:57,watch?v=i-4r9XE5EM0
FULL: President Trump Black History Month Meeting,YouHotNews,296434,12:31,watch?v=NLFe-cDxGxY
Mad Lib Theater with Dakota Johnson (Fifty Shades Darker Edition),The Tonight Show Starring Jimmy Fallon,1357897,7:02,watch?v=XHce62IrMOQ
How Doctor Strange Should Have Ended,How It Should Have Ended,2339371,5:11,watch?v=9e5epVDd9h0
Why Earth Is A Prison and How To Escape It,Kurzgesagt – In a Nutshell,1348151,6:57,watch?v=RVMZxH1TIIQ
How should the media cover a White House that isn&#39;t afraid to lie?,Vox,334183,5:21,watch?v=Hlk3TBJdWwE
President Trump&#39;s Muslim-Targeted Travel Ban: The Daily Show,The Daily Show with Trevor Noah,1913706,9:34,watch?v=IxhGjDyBT30
First time hearing &quot;I Don&#39;t Wanna Live Forever (Fifty Shades Darker)&quot; on the radio,Taylor Swift,581710,0:49,watch?v=fJBFvNiJ4Kw
Competition,Domics,1489962,6:33,watch?v=IERP6-NmKJE
Beauty and the Beast – US Official Final Trailer,Disney Movie Trailers,7369228,2:32,watch?v=e3Nl_TCQXuw
President Donald Trump: I don&#39;t watch CNN. I don&#39;t like watching fake news.,ABC15 Arizona,130462,0:48,watch?v=5O6grihznvg
A Lot of Questions: Melania Trump&#39;s Vanity Fair Cover,Late Night with Seth Meyers,627962,2:09,watch?v=MrAwFXbo5pA
Ariana Grande - Everyday (Lyric Video) ft. Future,ArianaGrandeVevo,4082918,3:15,watch?v=LELFIuhSPCI
National Signing Day: Jim McElwain Press Conference 2-1-17,Florida Gators,18729,33:45,watch?v=UOpvo3o-XwY
UN SG: US Travel Ban Violates &#39;Basic Principles&#39;,Associated Press,47994,1:32,watch?v=2iWxU9BHdjw
&#39;We Are Muslims Not Terrorists&#39;: Syrian Family Stranded in Jordan After Trump Order,ABC News,686880,2:22,watch?v=7LZVW9qssus
Paul Ryan Defends President Trump’s Travel Ban Notes ‘Confusing’ Rollout | NBC News,NBC News,721100,1:04,watch?v=t6kQEsVsp3A
Massachusetts AG announces legal challenge to immigration order,WCVB Channel 5 Boston,371093,1:25,watch?v=sA9DZ5-gF1c
Lawyers Volunteer at Airports After Travel Ban | The New York Times,The New York Times,297510,2:32,watch?v=hEWrvmdOJDQ
Donald Trump&#39;s travel ban explained - in 90 seconds,The Telegraph,2991784,1:34,watch?v=A2v0NrWr_DE
John Kelly Speaks On Immigration Ban | TIME,TIME,107678,0:58,watch?v=TNRv-UsbXvE
Theresa May confirms Trump state visit despite travel ban protests,euronews (in English),182472,1:19,watch?v=_nPEvcs_T9U
President Trump fires acting Attorney General Sally Yates after defying executive order,CBS News,884362,2:44,watch?v=Ljaf-nONJc8
Acting attorney general tells DOJ not to defend Pres. Trump&#39;s travel ban,CBS News,984273,2:19,watch?v=VbqQ5eL0sC8
White House To US Diplomats Against Travel Ban: &#39;Get With The Program Or Go&#39; | NBC News,NBC News,580854,2:05,watch?v=SB35ikvGNgM
Watch one woman&#39;s story of trying to reenter the U.S. after ban,PBS NewsHour,381379,2:45,watch?v=kvUx6YlgoRg
Protest of Trump&#39;s immigration ban nabs SAG Awards spotlight,Associated Press,237989,2:01,watch?v=a7ThcdHZbzU
Reince Priebus: Immigration Ban Could Include More Countries (Full) | Meet The Press | NBC News,NBC News,521265,13:00,watch?v=h4Fqas7d5MI
Trump signs order to halt immigrations from some Muslim countries,CBS This Morning,180461,3:49,watch?v=W25bK-iOnAc
*IF YOU LAUGH YOU LOSE* Funny Kids Fails Vines Compilation 2017 Part 2 | by Life Awesome,Life Awesome,1213363,10:15,watch?v=jrnQjUiahJc
I Bet You Cant Stop Laughing | New Funny Pranks Videos Vines,BoyFunnyGuys,3716080,8:41,watch?v=tb4Fb3regjQ
Funny Animals Vines  Vine compilation November 2016,Vines Video,5041974,26:03,watch?v=OFUjJvj4INw
New Zach King Magic Vines 2016 | Best Zach King Magic Tricks Ever,Dream Vine,5790756,30:42,watch?v=urcgzsOIOB0
New Zach King Magic Vines 2016 | Best Zach King Magic Tricks Ever,World Wide Vines,6809590,41:07,watch?v=A_JzSFgfUZU
*Try Not To Laugh Challenge* Funny Kids Vines Compilation 2016 | Funniest Kids Videos,All Of Vines,73020684,17:16,watch?v=RNXb6BvRyvg
Try Not To Laugh Challenge - Funny Cat &amp; Dog Vines compilation 2017,CooL Vines,1901515,10:54,watch?v=QFH747sK200
Try Not To Laugh Of January 2017 (Dank Memes Edition) Part 8,Funny Vine Videos | FVV,549765,10:57,watch?v=hctXtxbLZic
TRY NOT TO LAUGH OR GRIN CHALLENGE (Impossible): Vine &amp; Instagram Edition Part 6 | BEST VINES,BEST VINES,9076655,15:41,watch?v=gmjdVFruGlg
Best Viners Compilation of January 2017 Part 1 | Funniest Videos of January 2017 (w/ Titles),Vine Daily,1143498,29:35,watch?v=zAX-FjrOEzI
Ultimate Cole LaBrant Vine Compilation (w/Titles) Funny Cole LaBrant Vines of 2016 - Co Viners,Co Viners,7006133,31:19,watch?v=NExQ5JU-c9g
BatDad NEW Vines 2015 - Vine compilation - Best Viners,Best Viners,19859017,34:45,watch?v=mVxLv4-om6Y
Try Not to Laugh or Grin While Watching This Compilation Vine / December 2016 Pt.2- Vine Age✔,Vine Age,1884610,16:42,watch?v=oOuaGz15MX8
New Zach King Magic Vines Compilation 2016 With Titles,Dream Vine,47195734,14:57,watch?v=P_-xNFPo_5E
King Bach Vines Vs Thomas Sanders Vines (W/Titles) Best Vine Compilation 2017,Co Vines,1161767,21:39,watch?v=B0DotYRAUoA
Trump Unveils Huge Wheel of Decisions,The Tonight Show Starring Jimmy Fallon,1976862,3:52,watch?v=yhvs69QUZZ0
How Does Silicone React In A Vacuum Chamber,Grant Thompson - &quot;The King of Random&quot;,4727415,6:32,watch?v=gvqgdN2YLbk
First time hearing &quot;I Don&#39;t Wanna Live Forever (Fifty Shades Darker)&quot; on the radio,Taylor Swift,581710,0:49,watch?v=fJBFvNiJ4Kw
Competition,Domics,1489962,6:33,watch?v=IERP6-NmKJE
Star Trek: Discovery In Production,Star Trek,214782,1:01,watch?v=j9QHrNdgX4U
James Corden&#39;s Post-Ban Trip Through LAX,The Late Late Show with James Corden,3203290,1:20,watch?v=gkDttnoh9Is
IVY PARK SS17 _ BEYONCE CAMPAIGN VIDEO,WeAreIvyPark,188195,1:01,watch?v=C5HJHC2iMUc
Budweiser 2017 Super Bowl Commercial | “Born The Hard Way”,budweiser,6164754,1:01,watch?v=HtBZvl7dIu4
Stranger Things Cast: Acceptance Speech | 23rd Annual SAG Awards | TNT,TNT,1463553,2:18,watch?v=c996ra7Wqn0
Marshawn Lynch and Skittles go to Houston Scotland,SKITTLESbrand,664553,2:59,watch?v=NIjQuxaK4Mw
Sneaker Shopping with Migos | Complex,Complex,1366107,9:12,watch?v=ptjcWFy8Bog
Donald Trump Defends Ban Amidst Protests | The View,The View,147205,5:27,watch?v=2CNy5bSbVJM
Arnold Schwarzenegger Weighs In on President Trump&#39;s Immigration Ban: &#39;It’s Crazy&#39;,extratv,428075,4:54,watch?v=wMM-2P_r3Uc
Actor Kal Penn Raises More Than $500000 For Refugees After Receiving Hateful Tweet | MSNBC,MSNBC,260122,4:21,watch?v=wCf5OA81Jzs
The meaning of HE WILL NOT DIVIDE US - A look at the &quot;art&quot; and memes of Shia LaBeouf,Behind The Meme,352755,6:23,watch?v=0koSJWN_uJg
Greatest Trick Plays in Football History,Jaydon,9780447,13:39,watch?v=Fj8G9dGuNkU
Greatest NFL Ejections,baseball maniac,852370,11:33,watch?v=fFyR24t4JtA
Top 10 hardest football knockout hits,TheLookin4now,1999467,16:09,watch?v=oavayHUI68g
Top 20 Unexpected Goals In Football,Dan1s,11135630,5:50,watch?v=Q1rhoq77dcY
Worst Plays of the 2016 Season | NFL Highlights,NFL,1280000,17:51,watch?v=O4GH2czFGvw
Longest Passes in Football History (NFL),Highlight Warehouse,1850911,10:06,watch?v=QEor9ZNiQXI
Top 10 Smart Penalty Goals In Football,Fazeli,33045330,3:49,watch?v=WxcuEVaaOWs
The Greatest Runs in NFL History,BeastModeHighlights,1250836,10:38,watch?v=B3sCpwKFEQw
Biggest Football Hits Ever,The Highlight Factory,22639081,4:14,watch?v=v-1MQ0Cnbhs
Top 10 Emotional Moments of the 2016 Season | NFL Highlights,NFL,660044,6:31,watch?v=Gp_nWOxthOc
8 Year Old American Football Phenom Jaylen Huff | Muscle Madness,Muscle Madness,1651433,8:17,watch?v=EJKvtGA8k5Y
Seattle Mist VS Temptations LFL League,SYCOSPORTS,2218149,1:17:12,watch?v=73wG8bQTjZI
AFC vs. NFC | 2017 NFL Pro Bowl Game Highlights,NFL,2073201,9:50,watch?v=HDNQR_1-Isg
Best Hands: Pro Bowl Skills Showdown | NFL,NFL,1760810,10:30,watch?v=Zajn9DzVh8k
Power Relay Race: Pro Bowl Skills Showdown | NFL,NFL,1676448,6:55,watch?v=PaVFa5DWIVU
How Much Damage Could The President Do In One Week?,The Late Show with Stephen Colbert,3376288,10:50,watch?v=JuSDet45aKI
President Trump&#39;s Muslim-Targeted Travel Ban: The Daily Show,The Daily Show with Trevor Noah,1913706,9:34,watch?v=IxhGjDyBT30
A Lot of Questions: Melania Trump&#39;s Vanity Fair Cover,Late Night with Seth Meyers,627962,2:09,watch?v=MrAwFXbo5pA
Drew Barrymore Attempts to Break Guinness World Records,The Tonight Show Starring Jimmy Fallon,1410175,4:28,watch?v=Aob8jbDWoDI
Mike Myers and Jimmy Have a Dice Dance-Off,The Tonight Show Starring Jimmy Fallon,1991585,5:57,watch?v=NSHg75yE2tM
Timothy Olyphant Smoked Willie Nelson’s Weed  - CONAN on TBS,Team Coco,91197,4:22,watch?v=a22_kKAiF-0
James Corden&#39;s Post-Ban Trip Through LAX,The Late Late Show with James Corden,3203290,1:20,watch?v=gkDttnoh9Is
The Daily Show - Welcome to President Trump&#39;s Reality,The Daily Show with Trevor Noah,4101458,8:21,watch?v=x2YLS80Nmls
David Tennant Assures Us That Everything Will Be Alright - The Last Leg,The Last Leg,496635,1:10,watch?v=2uQFfpe6C18
Trump Is STILL Calling Obama  - CONAN on TBS,Team Coco,1289044,2:09,watch?v=osWS7q4TLMI
Jason Momoa Throws Axes with Jimmy Kimmel &amp; Guillermo,Jimmy Kimmel Live,1634796,3:34,watch?v=AOew1oX8aTs
What the Actual Fact? - The Trump Administration&#39;s &quot;Alternative Facts&quot;: The Daily Show,The Daily Show with Trevor Noah,2601978,6:31,watch?v=o_zZY7lgfzo
Don&#39;t Call Matthew McConaughey &#39;Matt&#39;,Jimmy Kimmel Live,598512,1:20,watch?v=UliCFpBZdjU
Triumph Attends Trump’s Inauguration  - CONAN on TBS,Team Coco,2240908,7:31,watch?v=OM7B56xok9M
Trump &quot;Alternative Facts&quot; and the Women&#39;s March: A Closer Look,Late Night with Seth Meyers,3490339,10:26,watch?v=lg9Tu79F4qE
Puppy Talks to His Toy,KyleJasonLowell,578014,1:01,watch?v=ghrGO6vT7gk
DIY Taco Cake Corinne VS Cooking,ThreadBanger,1138956,10:04,watch?v=A3saF_IiMiY
Vladimir Putin Cold Open - SNL,Saturday Night Live,4692728,4:06,watch?v=LNK430YOiT4
Aziz Ansari Stand-Up Monologue - SNL,Saturday Night Live,3459436,9:04,watch?v=Whde50AacZs
Reacting To My Old Tumblr Blog,ConnorFranta,333664,8:04,watch?v=6EJZM4LYbHU
Toasted Walnut Potato Salad - You Suck at Cooking (episode 56),You Suck At Cooking,481898,3:48,watch?v=tr6TZxOmNH0
SNL Host Kristen Stewart Wrote a Song for Beck Bennett,Saturday Night Live,118639,0:44,watch?v=0xDzwSYj3LQ
Marshawn Lynch and Skittles go to Houston Scotland,SKITTLESbrand,664553,2:59,watch?v=NIjQuxaK4Mw
Winona Ryder&#39;s Facial Expressions Steal Spotlight During Stranger Things 2017 SAG Awards Speech,Clevver News,182354,2:33,watch?v=kKR91bun-n0
Everything Wrong With The Secret Life of Pets,CinemaSins,3089891,16:58,watch?v=_Cts-mlFRTo
BEST LIE EVER | Rudy Mancuso,Rudy Mancuso,1286639,2:23,watch?v=YYHEdrGv2Wk
Speed Listening Challenge,Good Mythical Morning,1118843,14:25,watch?v=hsoZlRNq0-A
